date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2013-12-01,AUG | Colony (Battle-Scarred),0.044,0.044,46.0,0.055,,,-0.2,,0.0715,0.0291590466236466,,,,104.0,26.0,,,6,12,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-23,Dual Berettas | Black Limba (Minimal Wear),0.074,0.074,180.0,0.07,0.062,0.114,0.0571428571428569,0.1935483870967742,0.0601428571428571,0.010507528884819,0.0799333333333333,0.0143595109789837,0.1095364436466006,1168.0,166.85714285714286,4251.0,141.7,0,12,0.0,0.1242857142857142,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-23,Dual Berettas | Black Limba (Minimal Wear),0.074,0.074,180.0,0.07,0.062,0.114,0.0571428571428569,0.1935483870967742,0.0601428571428571,0.010507528884819,0.0799333333333333,0.0143595109789837,0.1095364436466006,1168.0,166.85714285714286,4251.0,141.7,0,12,0.0,0.1242857142857142,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-24,Dual Berettas | Black Limba (Minimal Wear),0.074,0.074,167.0,0.074,0.054,0.11,0.0,0.3703703703703702,0.063,0.011148350294358,0.0787333333333333,0.0132587916325567,0.1094336015942496,1229.0,175.57142857142858,4290.0,143.0,1,12,0.0,0.1318571428571428,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-24,Dual Berettas | Black Limba (Minimal Wear),0.074,0.074,167.0,0.074,0.054,0.11,0.0,0.3703703703703702,0.063,0.011148350294358,0.0787333333333333,0.0132587916325567,0.1094336015942496,1229.0,175.57142857142858,4290.0,143.0,1,12,0.0,0.1318571428571428,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-25,Dual Berettas | Black Limba (Minimal Wear),0.063,0.063,109.0,0.074,0.058,0.092,-0.1486486486486485,0.0862068965517242,0.0637142857142857,0.0109637622024856,0.0777666666666666,0.0133133600400333,0.1087509769528769,1175.0,167.85714285714286,4289.0,142.96666666666667,2,12,0.0,0.1432857142857143,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-25,Dual Berettas | Black Limba (Minimal Wear),0.063,0.063,109.0,0.074,0.058,0.092,-0.1486486486486485,0.0862068965517242,0.0637142857142857,0.0109637622024856,0.0777666666666666,0.0133133600400333,0.1087509769528769,1175.0,167.85714285714286,4289.0,142.96666666666667,2,12,0.0,0.1432857142857143,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-26,Dual Berettas | Black Limba (Minimal Wear),0.069,0.069,205.0,0.063,0.044,0.097,0.0952380952380953,0.5681818181818183,0.0672857142857143,0.0074778584733156,0.0768333333333333,0.0129075774472034,0.109760783334191,1248.0,178.28571428571428,4385.0,146.16666666666666,3,12,0.0,0.1537142857142857,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-26,Dual Berettas | Black Limba (Minimal Wear),0.069,0.069,205.0,0.063,0.044,0.097,0.0952380952380953,0.5681818181818183,0.0672857142857143,0.0074778584733156,0.0768333333333333,0.0129075774472034,0.109760783334191,1248.0,178.28571428571428,4385.0,146.16666666666666,3,12,0.0,0.1537142857142857,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-27,Dual Berettas | Black Limba (Minimal Wear),0.065,0.065,187.0,0.069,0.051,0.098,-0.0579710144927536,0.2745098039215687,0.0692857142857143,0.0038438925848782,0.0757333333333333,0.0124550748247005,0.1101173504184074,1253.0,179.0,4431.0,147.7,4,12,0.0,0.1664285714285714,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-27,Dual Berettas | Black Limba (Minimal Wear),0.065,0.065,187.0,0.069,0.051,0.098,-0.0579710144927536,0.2745098039215687,0.0692857142857143,0.0038438925848782,0.0757333333333333,0.0124550748247005,0.1101173504184074,1253.0,179.0,4431.0,147.7,4,12,0.0,0.1664285714285714,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-28,Dual Berettas | Black Limba (Minimal Wear),0.069,0.069,188.0,0.065,0.07,0.091,0.0615384615384615,-0.0142857142857143,0.0691428571428571,0.0038332593899996,0.075,0.0121792172709634,0.1101408656135556,1181.0,168.71428571428572,4498.0,149.93333333333334,5,12,0.0,0.1791428571428571,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-28,Dual Berettas | Black Limba (Minimal Wear),0.069,0.069,188.0,0.065,0.07,0.091,0.0615384615384615,-0.0142857142857143,0.0691428571428571,0.0038332593899996,0.075,0.0121792172709634,0.1101408656135556,1181.0,168.71428571428572,4498.0,149.93333333333334,5,12,0.0,0.1791428571428571,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-29,Dual Berettas | Black Limba (Minimal Wear),0.072,0.072,182.0,0.069,0.07,0.09,0.0434782608695649,0.0285714285714284,0.0694285714285714,0.0039589732744431,0.0744,0.0118647938597066,0.1104478677286781,1218.0,174.0,4567.0,152.23333333333332,6,12,0.0,0.1921428571428571,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-29,Dual Berettas | Black Limba (Minimal Wear),0.072,0.072,182.0,0.069,0.07,0.09,0.0434782608695649,0.0285714285714284,0.0694285714285714,0.0039589732744431,0.0744,0.0118647938597066,0.1104478677286781,1218.0,174.0,4567.0,152.23333333333332,6,12,0.0,0.1921428571428571,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-30,Dual Berettas | Black Limba (Minimal Wear),0.064,0.064,172.0,0.072,0.074,0.089,-0.111111111111111,-0.1351351351351351,0.068,0.0038544964466377,0.0735666666666666,0.011686697090662,0.1121830800060128,1210.0,172.85714285714286,4575.0,152.5,0,12,0.0,0.2,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-30,Dual Berettas | Black Limba (Minimal Wear),0.064,0.064,172.0,0.072,0.074,0.089,-0.111111111111111,-0.1351351351351351,0.068,0.0038544964466377,0.0735666666666666,0.011686697090662,0.1121830800060128,1210.0,172.85714285714286,4575.0,152.5,0,12,0.0,0.2,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-31,Dual Berettas | Black Limba (Minimal Wear),0.065,0.065,163.0,0.064,0.074,0.086,0.015625,-0.1216216216216216,0.0667142857142857,0.003057276365576,0.0728666666666666,0.0115491221407612,0.1121092847608587,1206.0,172.28571428571428,4561.0,152.03333333333333,1,12,0.0,0.2065714285714286,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-31,Dual Berettas | Black Limba (Minimal Wear),0.065,0.065,163.0,0.064,0.074,0.086,0.015625,-0.1216216216216216,0.0667142857142857,0.003057276365576,0.0728666666666666,0.0115491221407612,0.1121092847608587,1206.0,172.28571428571428,4561.0,152.03333333333333,1,12,0.0,0.2065714285714286,Dual Berettas | Black Limba (Minimal Wear),Dual Berettas | Black Limba (Minimal Wear),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,Dual Berettas | Contractor (Field-Tested),0.112,0.112,163.0,0.12,,,-0.0666666666666666,,0.15675,0.0519969951054866,,,,444.0,111.0,,,6,12,0.0,0.0328571428571428,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-01,Dual Berettas | Contractor (Field-Tested),0.112,0.112,163.0,0.12,,,-0.0666666666666666,,0.15675,0.0519969951054866,,,,444.0,111.0,,,6,12,0.0,0.0328571428571428,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-02,Dual Berettas | Contractor (Field-Tested),0.074,0.074,119.0,0.112,,,-0.3392857142857143,,0.1402,0.0570837980516363,,,,563.0,112.6,,,0,12,0.0,0.0328571428571428,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-02,Dual Berettas | Contractor (Field-Tested),0.074,0.074,119.0,0.112,,,-0.3392857142857143,,0.1402,0.0570837980516363,,,,563.0,112.6,,,0,12,0.0,0.0328571428571428,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-03,Dual Berettas | Contractor (Field-Tested),0.074,0.074,128.0,0.074,,,0.0,,0.1291666666666666,0.05765534570956,,,,691.0,115.16666666666669,,,1,12,0.0,0.0327142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-03,Dual Berettas | Contractor (Field-Tested),0.074,0.074,128.0,0.074,,,0.0,,0.1291666666666666,0.05765534570956,,,,691.0,115.16666666666669,,,1,12,0.0,0.0327142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-04,Dual Berettas | Contractor (Field-Tested),0.075,0.075,112.0,0.074,,,0.0135135135135135,,0.1214285714285714,0.0566438929827823,,,,803.0,114.71428571428572,,,2,12,0.0,0.0325714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2013-12-04,Dual Berettas | Contractor (Field-Tested),0.075,0.075,112.0,0.074,,,0.0135135135135135,,0.1214285714285714,0.0566438929827823,,,,803.0,114.71428571428572,,,2,12,0.0,0.0325714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-05,Dual Berettas | Contractor (Field-Tested),0.067,0.067,112.0,0.075,0.243,,-0.1066666666666665,-0.7242798353909465,0.0962857142857142,0.0298027529203705,,,,858.0,122.57142857142856,,,3,12,0.0,0.0327142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-05,Dual Berettas | Contractor (Field-Tested),0.067,0.067,112.0,0.075,0.243,,-0.1066666666666665,-0.7242798353909465,0.0962857142857142,0.0298027529203705,,,,858.0,122.57142857142856,,,3,12,0.0,0.0327142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-06,Dual Berettas | Contractor (Field-Tested),0.062,0.062,129.0,0.067,0.152,,-0.0746268656716419,-0.5921052631578947,0.0834285714285714,0.0211515426175501,,,,882.0,126.0,,,4,12,0.0,0.0334285714285714,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-06,Dual Berettas | Contractor (Field-Tested),0.062,0.062,129.0,0.067,0.152,,-0.0746268656716419,-0.5921052631578947,0.0834285714285714,0.0211515426175501,,,,882.0,126.0,,,4,12,0.0,0.0334285714285714,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-07,Dual Berettas | Contractor (Field-Tested),0.067,0.067,148.0,0.062,0.12,,0.0806451612903227,-0.4416666666666666,0.0758571428571428,0.0154126902391556,0.1045999999999999,0.0539299545707207,,911.0,130.14285714285714,1192.0,119.2,5,12,0.0,0.0332857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-07,Dual Berettas | Contractor (Field-Tested),0.067,0.067,148.0,0.062,0.12,,0.0806451612903227,-0.4416666666666666,0.0758571428571428,0.0154126902391556,0.1045999999999999,0.0539299545707207,,911.0,130.14285714285714,1192.0,119.2,5,12,0.0,0.0332857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-08,Dual Berettas | Contractor (Field-Tested),0.054,0.054,172.0,0.067,0.112,,-0.1940298507462686,-0.5178571428571428,0.0675714285714285,0.0071084887454998,0.0999999999999999,0.0534381545680271,0.1426778186563498,920.0,131.42857142857142,1364.0,124.0,6,12,0.0,0.0325714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-08,Dual Berettas | Contractor (Field-Tested),0.054,0.054,172.0,0.067,0.112,,-0.1940298507462686,-0.5178571428571428,0.0675714285714285,0.0071084887454998,0.0999999999999999,0.0534381545680271,0.1426778186563498,920.0,131.42857142857142,1364.0,124.0,6,12,0.0,0.0325714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-09,Dual Berettas | Contractor (Field-Tested),0.053,0.053,169.0,0.054,0.074,,-0.0185185185185184,-0.2837837837837837,0.0645714285714285,0.0081215259448867,0.0960833333333333,0.0527864539652193,0.1395805487126943,970.0,138.57142857142858,1533.0,127.75,0,12,0.0,0.032,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-09,Dual Berettas | Contractor (Field-Tested),0.053,0.053,169.0,0.054,0.074,,-0.0185185185185184,-0.2837837837837837,0.0645714285714285,0.0081215259448867,0.0960833333333333,0.0527864539652193,0.1395805487126943,970.0,138.57142857142858,1533.0,127.75,0,12,0.0,0.032,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-10,Dual Berettas | Contractor (Field-Tested),0.053,0.053,150.0,0.053,0.074,,0.0,-0.2837837837837837,0.0615714285714285,0.0079616427389101,0.0927692307692307,0.0519987482780615,0.13751651500944,992.0,141.71428571428572,1683.0,129.46153846153845,1,12,0.0,0.0315714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-10,Dual Berettas | Contractor (Field-Tested),0.053,0.053,150.0,0.053,0.074,,0.0,-0.2837837837837837,0.0615714285714285,0.0079616427389101,0.0927692307692307,0.0519987482780615,0.13751651500944,992.0,141.71428571428572,1683.0,129.46153846153845,1,12,0.0,0.0315714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-11,Dual Berettas | Contractor (Field-Tested),0.046,0.046,156.0,0.053,0.075,,-0.1320754716981131,-0.3866666666666666,0.0574285714285714,0.0074230748895809,0.0894285714285714,0.0515346128978438,0.1322830744287086,1036.0,148.0,1839.0,131.35714285714286,2,12,0.0,0.0322857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2013-12-11,Dual Berettas | Contractor (Field-Tested),0.046,0.046,156.0,0.053,0.075,,-0.1320754716981131,-0.3866666666666666,0.0574285714285714,0.0074230748895809,0.0894285714285714,0.0515346128978438,0.1322830744287086,1036.0,148.0,1839.0,131.35714285714286,2,12,0.0,0.0322857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-12,Dual Berettas | Contractor (Field-Tested),0.044,0.044,158.0,0.046,0.067,,-0.0434782608695653,-0.3432835820895523,0.0541428571428571,0.0075484827506416,0.0863999999999999,0.0510604870064253,0.1285981421078511,1082.0,154.57142857142858,1997.0,133.13333333333333,3,12,0.0,0.0322857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-12,Dual Berettas | Contractor (Field-Tested),0.044,0.044,158.0,0.046,0.067,,-0.0434782608695653,-0.3432835820895523,0.0541428571428571,0.0075484827506416,0.0863999999999999,0.0510604870064253,0.1285981421078511,1082.0,154.57142857142858,1997.0,133.13333333333333,3,12,0.0,0.0322857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2013-12-13,Dual Berettas | Contractor (Field-Tested),0.042,0.042,131.0,0.044,0.062,,-0.0454545454545453,-0.3225806451612902,0.0512857142857142,0.0078141681892441,0.0836249999999999,0.0505938175570889,0.1251143324758168,1084.0,154.85714285714286,2128.0,133.0,4,12,0.0,0.0322857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-13,Dual Berettas | Contractor (Field-Tested),0.042,0.042,131.0,0.044,0.062,,-0.0454545454545453,-0.3225806451612902,0.0512857142857142,0.0078141681892441,0.0836249999999999,0.0505938175570889,0.1251143324758168,1084.0,154.85714285714286,2128.0,133.0,4,12,0.0,0.0322857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2013-12-14,Dual Berettas | Contractor (Field-Tested),0.043,0.043,175.0,0.042,0.067,,0.0238095238095237,-0.3582089552238806,0.0478571428571428,0.0048822878544671,0.081235294117647,0.0500053284358009,0.124838807215051,1111.0,158.71428571428572,2303.0,135.47058823529412,5,12,0.0,0.0337142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-14,Dual Berettas | Contractor (Field-Tested),0.043,0.043,175.0,0.042,0.067,,0.0238095238095237,-0.3582089552238806,0.0478571428571428,0.0048822878544671,0.081235294117647,0.0500053284358009,0.124838807215051,1111.0,158.71428571428572,2303.0,135.47058823529412,5,12,0.0,0.0337142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-15,Dual Berettas | Contractor (Field-Tested),0.041,0.041,198.0,0.043,0.054,,-0.0465116279069766,-0.2407407407407407,0.046,0.0046598589800857,0.0789999999999999,0.0494626683020189,0.1216041903992107,1137.0,162.42857142857142,2501.0,138.94444444444446,6,12,0.0,0.0355714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-15,Dual Berettas | Contractor (Field-Tested),0.041,0.041,198.0,0.043,0.054,,-0.0465116279069766,-0.2407407407407407,0.046,0.0046598589800857,0.0789999999999999,0.0494626683020189,0.1216041903992107,1137.0,162.42857142857142,2501.0,138.94444444444446,6,12,0.0,0.0355714285714285,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-16,Dual Berettas | Contractor (Field-Tested),0.035,0.035,146.0,0.041,0.053,,-0.146341463414634,-0.3396226415094339,0.0434285714285714,0.0050386263110138,0.0766842105263157,0.0491357439105168,0.1188742643648929,1114.0,159.14285714285714,2647.0,139.31578947368422,0,12,0.0,0.0372857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-16,Dual Berettas | Contractor (Field-Tested),0.035,0.035,146.0,0.041,0.053,,-0.146341463414634,-0.3396226415094339,0.0434285714285714,0.0050386263110138,0.0766842105263157,0.0491357439105168,0.1188742643648929,1114.0,159.14285714285714,2647.0,139.31578947368422,0,12,0.0,0.0372857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-17,Dual Berettas | Contractor (Field-Tested),0.034,0.034,168.0,0.035,0.053,,-0.0285714285714285,-0.3584905660377357,0.0407142857142857,0.0041991252733425,0.0745499999999999,0.048786755374794,0.1166049931498749,1132.0,161.71428571428572,2815.0,140.75,1,12,0.0,0.0392857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2013-12-17,Dual Berettas | Contractor (Field-Tested),0.034,0.034,168.0,0.035,0.053,,-0.0285714285714285,-0.3584905660377357,0.0407142857142857,0.0041991252733425,0.0745499999999999,0.048786755374794,0.1166049931498749,1132.0,161.71428571428572,2815.0,140.75,1,12,0.0,0.0392857142857142,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-18,Dual Berettas | Contractor (Field-Tested),0.036,0.036,201.0,0.034,0.046,,0.0588235294117645,-0.2173913043478261,0.0392857142857142,0.0038438925848782,0.0727142857142857,0.0483136014144324,0.1181879718894753,1177.0,168.14285714285714,3016.0,143.61904761904762,2,12,0.0,0.0407142857142857,Dual Berettas | Contractor (Field-Tested),Dual Berettas | Contractor (Field-Tested),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
