date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-09-01,AUG | Colony (Battle-Scarred),0.032,0.032,67.0,0.038,0.031,0.03,-0.1578947368421052,0.032258064516129,0.0317142857142857,0.0027105237087157,0.0875666666666666,0.2989085348768453,9.98124727340641,478.0,68.28571428571429,2019.0,67.3,0,9,0.0,0.0322857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-26,P90 | Module (Factory New),0.203,0.203,1236.0,0.214,0.213,0.289,-0.0514018691588784,-0.0469483568075116,0.2097142857142857,0.0054172814931024,0.2477666666666667,0.0326819862037517,0.044252881666302,8632.0,1233.142857142857,38809.0,1293.6333333333334,4,9,0.0,0.3128571428571428,P90 | Module (Factory New),P90 | Module (Factory New),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-26,P90 | Module (Factory New),0.203,0.203,1236.0,0.214,0.213,0.289,-0.0514018691588784,-0.0469483568075116,0.2097142857142857,0.0054172814931024,0.2477666666666667,0.0326819862037517,0.044252881666302,8632.0,1233.142857142857,38809.0,1293.6333333333334,4,9,0.0,0.3128571428571428,P90 | Module (Factory New),P90 | Module (Factory New),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-09-27,P90 | Module (Factory New),0.206,0.206,1505.0,0.203,0.202,0.286,0.0147783251231525,0.0198019801980195,0.2102857142857142,0.0047423407636279,0.2451000000000001,0.0327173246665025,0.0444883753653166,8564.0,1223.428571428571,39056.0,1301.8666666666666,5,9,0.0,0.3118571428571429,P90 | Module (Factory New),P90 | Module (Factory New),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-27,P90 | Module (Factory New),0.206,0.206,1505.0,0.203,0.202,0.286,0.0147783251231525,0.0198019801980195,0.2102857142857142,0.0047423407636279,0.2451000000000001,0.0327173246665025,0.0444883753653166,8564.0,1223.428571428571,39056.0,1301.8666666666666,5,9,0.0,0.3118571428571429,P90 | Module (Factory New),P90 | Module (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-28,P90 | Module (Factory New),0.212,0.212,1372.0,0.206,0.216,0.282,0.0291262135922329,-0.0185185185185184,0.2097142857142857,0.004233009254294,0.2427666666666667,0.0324978802727535,0.0450243673388797,8582.0,1226.0,39046.0,1301.5333333333333,6,9,0.0,0.3154285714285714,P90 | Module (Factory New),P90 | Module (Factory New),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-28,P90 | Module (Factory New),0.212,0.212,1372.0,0.206,0.216,0.282,0.0291262135922329,-0.0185185185185184,0.2097142857142857,0.004233009254294,0.2427666666666667,0.0324978802727535,0.0450243673388797,8582.0,1226.0,39046.0,1301.5333333333333,6,9,0.0,0.3154285714285714,P90 | Module (Factory New),P90 | Module (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-29,P90 | Module (Factory New),0.21,0.21,1176.0,0.212,0.214,0.274,-0.0094339622641509,-0.0186915887850467,0.2091428571428571,0.0038703477668983,0.2406333333333334,0.0324781807098584,0.0448725378554655,8515.0,1216.428571428571,38696.0,1289.8666666666666,0,9,0.0,0.3201428571428572,P90 | Module (Factory New),P90 | Module (Factory New),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-29,P90 | Module (Factory New),0.21,0.21,1176.0,0.212,0.214,0.274,-0.0094339622641509,-0.0186915887850467,0.2091428571428571,0.0038703477668983,0.2406333333333334,0.0324781807098584,0.0448725378554655,8515.0,1216.428571428571,38696.0,1289.8666666666666,0,9,0.0,0.3201428571428572,P90 | Module (Factory New),P90 | Module (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-30,P90 | Module (Factory New),0.202,0.202,1139.0,0.21,0.213,0.279,-0.0380952380952379,-0.0516431924882628,0.2075714285714285,0.004203982562732,0.2380666666666667,0.0323871716716493,0.0449232070705969,8500.0,1214.2857142857142,38371.0,1279.0333333333333,1,9,0.0,0.3282857142857143,P90 | Module (Factory New),P90 | Module (Factory New),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-09-30,P90 | Module (Factory New),0.202,0.202,1139.0,0.21,0.213,0.279,-0.0380952380952379,-0.0516431924882628,0.2075714285714285,0.004203982562732,0.2380666666666667,0.0323871716716493,0.0449232070705969,8500.0,1214.2857142857142,38371.0,1279.0333333333333,1,9,0.0,0.3282857142857143,P90 | Module (Factory New),P90 | Module (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,P90 | Virus (Battle-Scarred),0.499,0.499,126.0,0.533,0.498,0.569,-0.0637898686679174,0.002008032128514,0.8318571428571427,0.7795318061084447,0.5730666666666667,0.4034536679994647,0.8448659752322372,991.0,141.57142857142858,3873.0,129.1,0,9,0.0,0.5112857142857143,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-01,P90 | Virus (Battle-Scarred),0.499,0.499,126.0,0.533,0.498,0.569,-0.0637898686679174,0.002008032128514,0.8318571428571427,0.7795318061084447,0.5730666666666667,0.4034536679994647,0.8448659752322372,991.0,141.57142857142858,3873.0,129.1,0,9,0.0,0.5112857142857143,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-02,P90 | Virus (Battle-Scarred),0.508,0.508,151.0,0.499,0.49,0.528,0.0180360721442884,0.036734693877551,0.8344285714285714,0.7784287942741468,0.5723999999999999,0.4035440992010662,0.8443324613789925,973.0,139.0,3878.0,129.26666666666668,1,9,0.0,0.5175714285714286,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-02,P90 | Virus (Battle-Scarred),0.508,0.508,151.0,0.499,0.49,0.528,0.0180360721442884,0.036734693877551,0.8344285714285714,0.7784287942741468,0.5723999999999999,0.4035440992010662,0.8443324613789925,973.0,139.0,3878.0,129.26666666666668,1,9,0.0,0.5175714285714286,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-03,P90 | Virus (Battle-Scarred),0.543,0.543,130.0,0.508,2.741,0.533,0.0688976377952756,-0.8018971178402043,0.5204285714285715,0.0141608831731957,0.5727333333333332,0.4035155456182024,0.8441298559807994,963.0,137.57142857142858,3892.0,129.73333333333332,2,9,0.0,0.5198571428571429,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-03,P90 | Virus (Battle-Scarred),0.543,0.543,130.0,0.508,2.741,0.533,0.0688976377952756,-0.8018971178402043,0.5204285714285715,0.0141608831731957,0.5727333333333332,0.4035155456182024,0.8441298559807994,963.0,137.57142857142858,3892.0,129.73333333333332,2,9,0.0,0.5198571428571429,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-04,P90 | Virus (Battle-Scarred),0.512,0.512,113.0,0.543,0.516,0.479,-0.0570902394106814,-0.0077519379844961,0.5198571428571429,0.0144066311262613,0.5738333333333332,0.40330344930613,0.8437692397128196,966.0,138.0,3876.0,129.2,3,9,0.0,0.5204285714285715,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-04,P90 | Virus (Battle-Scarred),0.512,0.512,113.0,0.543,0.516,0.479,-0.0570902394106814,-0.0077519379844961,0.5198571428571429,0.0144066311262613,0.5738333333333332,0.40330344930613,0.8437692397128196,966.0,138.0,3876.0,129.2,3,9,0.0,0.5204285714285715,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-05,P90 | Virus (Battle-Scarred),0.499,0.499,132.0,0.512,0.515,0.489,-0.025390625,-0.0310679611650486,0.5175714285714286,0.0161586521967745,0.5741666666666666,0.4032373232835582,0.8440058714337633,967.0,138.14285714285714,3891.0,129.7,4,9,0.0,0.8344285714285714,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-05,P90 | Virus (Battle-Scarred),0.499,0.499,132.0,0.512,0.515,0.489,-0.025390625,-0.0310679611650486,0.5175714285714286,0.0161586521967745,0.5741666666666666,0.4032373232835582,0.8440058714337633,967.0,138.14285714285714,3891.0,129.7,4,9,0.0,0.8344285714285714,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-06,P90 | Virus (Battle-Scarred),0.485,0.485,143.0,0.499,0.529,0.511,-0.0280561122244489,-0.0831758034026465,0.5112857142857143,0.0188278994027047,0.5732999999999999,0.4034000619732227,0.8443426665355407,936.0,133.71428571428572,3916.0,130.53333333333333,5,9,0.0,0.831857142857143,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-06,P90 | Virus (Battle-Scarred),0.485,0.485,143.0,0.499,0.529,0.511,-0.0280561122244489,-0.0831758034026465,0.5112857142857143,0.0188278994027047,0.5732999999999999,0.4034000619732227,0.8443426665355407,936.0,133.71428571428572,3916.0,130.53333333333333,5,9,0.0,0.831857142857143,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-07,P90 | Virus (Battle-Scarred),0.494,0.494,147.0,0.485,0.533,0.511,0.0185567010309277,-0.0731707317073171,0.5057142857142857,0.0172851239568619,0.5727333333333333,0.4034991064288605,0.8442583792082559,942.0,134.57142857142858,3971.0,132.36666666666667,6,9,0.0,0.8317142857142857,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-07,P90 | Virus (Battle-Scarred),0.494,0.494,147.0,0.485,0.533,0.511,0.0185567010309277,-0.0731707317073171,0.5057142857142857,0.0172851239568619,0.5727333333333333,0.4034991064288605,0.8442583792082559,942.0,134.57142857142858,3971.0,132.36666666666667,6,9,0.0,0.8317142857142857,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-08,P90 | Virus (Battle-Scarred),0.507,0.507,129.0,0.494,0.499,0.51,0.0263157894736842,0.0160320641282565,0.5068571428571429,0.0170664965977921,0.5726333333333334,0.403515012800708,0.8441323115134941,945.0,135.0,3972.0,132.4,0,9,0.0,0.8290000000000001,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-08,P90 | Virus (Battle-Scarred),0.507,0.507,129.0,0.494,0.499,0.51,0.0263157894736842,0.0160320641282565,0.5068571428571429,0.0170664965977921,0.5726333333333334,0.403515012800708,0.8441323115134941,945.0,135.0,3972.0,132.4,0,9,0.0,0.8290000000000001,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-09,P90 | Virus (Battle-Scarred),0.511,0.511,111.0,0.507,0.508,0.493,0.0078895463510848,0.0059055118110236,0.5072857142857143,0.0171273739602868,0.5732333333333334,0.4034095258611967,0.8439060349644112,905.0,129.28571428571428,3968.0,132.26666666666668,1,9,0.0,0.8264285714285716,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-09,P90 | Virus (Battle-Scarred),0.511,0.511,111.0,0.507,0.508,0.493,0.0078895463510848,0.0059055118110236,0.5072857142857143,0.0171273739602868,0.5732333333333334,0.4034095258611967,0.8439060349644112,905.0,129.28571428571428,3968.0,132.26666666666668,1,9,0.0,0.8264285714285716,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-10,P90 | Virus (Battle-Scarred),0.51,0.51,122.0,0.511,0.543,0.506,-0.0019569471624266,-0.0607734806629834,0.5025714285714286,0.0094846815272559,0.5733666666666667,0.4033879425840864,0.8440338808411785,897.0,128.14285714285714,3947.0,131.56666666666666,2,9,0.0,0.8215714285714286,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-10,P90 | Virus (Battle-Scarred),0.51,0.51,122.0,0.511,0.543,0.506,-0.0019569471624266,-0.0607734806629834,0.5025714285714286,0.0094846815272559,0.5733666666666667,0.4033879425840864,0.8440338808411785,897.0,128.14285714285714,3947.0,131.56666666666666,2,9,0.0,0.8215714285714286,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-11,P90 | Virus (Battle-Scarred),0.47,0.47,168.0,0.51,0.512,0.49,-0.0784313725490196,-0.0820312500000001,0.4965714285714285,0.0138858318631118,0.5727,0.403541666580623,0.8443670494959039,952.0,136.0,3991.0,133.03333333333333,3,9,0.0,0.8224285714285715,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-11,P90 | Virus (Battle-Scarred),0.47,0.47,168.0,0.51,0.512,0.49,-0.0784313725490196,-0.0820312500000001,0.4965714285714285,0.0138858318631118,0.5727,0.403541666580623,0.8443670494959039,952.0,136.0,3991.0,133.03333333333333,3,9,0.0,0.8224285714285715,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-12,P90 | Virus (Battle-Scarred),0.467,0.467,171.0,0.47,0.499,0.513,-0.006382978723404,-0.064128256513026,0.4919999999999999,0.0172046505340852,0.5711666666666666,0.4038528678725569,0.8445844283169437,991.0,141.57142857142858,4040.0,134.66666666666666,4,9,0.0,0.5008571428571429,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-12,P90 | Virus (Battle-Scarred),0.467,0.467,171.0,0.47,0.499,0.513,-0.006382978723404,-0.064128256513026,0.4919999999999999,0.0172046505340852,0.5711666666666666,0.4038528678725569,0.8445844283169437,991.0,141.57142857142858,4040.0,134.66666666666666,4,9,0.0,0.5008571428571429,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-13,P90 | Virus (Battle-Scarred),0.465,0.465,199.0,0.467,0.485,0.497,-0.0042826552462527,-0.0412371134020618,0.4891428571428571,0.0196208968153021,0.5700999999999999,0.4040895404074036,0.8444348386681294,1047.0,149.57142857142858,4106.0,136.86666666666667,5,9,0.0,0.5022857142857143,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-13,P90 | Virus (Battle-Scarred),0.465,0.465,199.0,0.467,0.485,0.497,-0.0042826552462527,-0.0412371134020618,0.4891428571428571,0.0196208968153021,0.5700999999999999,0.4040895404074036,0.8444348386681294,1047.0,149.57142857142858,4106.0,136.86666666666667,5,9,0.0,0.5022857142857143,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-14,P90 | Virus (Battle-Scarred),0.458,0.458,133.0,0.465,0.494,0.484,-0.0150537634408601,-0.0728744939271254,0.484,0.0222196823945412,0.5692333333333333,0.4043010992922092,0.844371566010871,1033.0,147.57142857142858,4116.0,137.2,6,9,0.0,0.4918571428571428,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-14,P90 | Virus (Battle-Scarred),0.458,0.458,133.0,0.465,0.494,0.484,-0.0150537634408601,-0.0728744939271254,0.484,0.0222196823945412,0.5692333333333333,0.4043010992922092,0.844371566010871,1033.0,147.57142857142858,4116.0,137.2,6,9,0.0,0.4918571428571428,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-15,P90 | Virus (Battle-Scarred),0.472,0.472,156.0,0.458,0.507,0.472,0.0305676855895196,-0.0690335305719921,0.479,0.0203399676920659,0.5692333333333334,0.4043010992922093,0.8441049528241436,1060.0,151.42857142857142,4123.0,137.43333333333334,0,9,0.0,0.4772857142857142,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-15,P90 | Virus (Battle-Scarred),0.472,0.472,156.0,0.458,0.507,0.472,0.0305676855895196,-0.0690335305719921,0.479,0.0203399676920659,0.5692333333333334,0.4043010992922093,0.8441049528241436,1060.0,151.42857142857142,4123.0,137.43333333333334,0,9,0.0,0.4772857142857142,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-16,P90 | Virus (Battle-Scarred),0.448,0.448,132.0,0.472,0.511,0.412,-0.0508474576271186,-0.1232876712328767,0.47,0.0179920617416205,0.5704333333333335,0.4038858488346539,0.8434540166692412,1081.0,154.42857142857142,4131.0,137.7,1,9,0.0,0.4717142857142857,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-16,P90 | Virus (Battle-Scarred),0.448,0.448,132.0,0.472,0.511,0.412,-0.0508474576271186,-0.1232876712328767,0.47,0.0179920617416205,0.5704333333333335,0.4038858488346539,0.8434540166692412,1081.0,154.42857142857142,4131.0,137.7,1,9,0.0,0.4717142857142857,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-17,P90 | Virus (Battle-Scarred),0.448,0.448,117.0,0.448,0.51,0.425,0.0,-0.1215686274509804,0.4611428571428571,0.0092648116383376,0.5712,0.4036308049030286,0.843593696241656,1076.0,153.71428571428572,4110.0,137.0,2,9,0.0,0.4721428571428571,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-09-17,P90 | Virus (Battle-Scarred),0.448,0.448,117.0,0.448,0.51,0.425,0.0,-0.1215686274509804,0.4611428571428571,0.0092648116383376,0.5712,0.4036308049030286,0.843593696241656,1076.0,153.71428571428572,4110.0,137.0,2,9,0.0,0.4721428571428571,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-18,P90 | Virus (Battle-Scarred),0.461,0.461,165.0,0.448,0.47,0.5,0.0290178571428572,-0.0191489361702126,0.4598571428571428,0.0085428093644148,0.5699,0.4039207306720795,0.8437222836453424,1073.0,153.28571428571428,4180.0,139.33333333333334,3,9,0.0,0.4685714285714285,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-18,P90 | Virus (Battle-Scarred),0.461,0.461,165.0,0.448,0.47,0.5,0.0290178571428572,-0.0191489361702126,0.4598571428571428,0.0085428093644148,0.5699,0.4039207306720795,0.8437222836453424,1073.0,153.28571428571428,4180.0,139.33333333333334,3,9,0.0,0.4685714285714285,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-19,P90 | Virus (Battle-Scarred),0.479,0.479,147.0,0.461,0.467,0.49,0.0390455531453362,0.025695931477516,0.4615714285714286,0.0107285619174391,0.5695333333333333,0.40399808030347,0.8434567303485732,1049.0,149.85714285714286,4229.0,140.96666666666667,4,9,0.0,0.4718571428571428,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-19,P90 | Virus (Battle-Scarred),0.479,0.479,147.0,0.461,0.467,0.49,0.0390455531453362,0.025695931477516,0.4615714285714286,0.0107285619174391,0.5695333333333333,0.40399808030347,0.8434567303485732,1049.0,149.85714285714286,4229.0,140.96666666666667,4,9,0.0,0.4718571428571428,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-20,P90 | Virus (Battle-Scarred),0.45,0.45,214.0,0.479,0.465,0.522,-0.0605427974947807,-0.0322580645161291,0.4594285714285714,0.0113119045113309,0.5671333333333332,0.4044868958185034,0.8440525849202246,1064.0,152.0,4320.0,144.0,5,9,0.0,0.4704285714285715,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-20,P90 | Virus (Battle-Scarred),0.45,0.45,214.0,0.479,0.465,0.522,-0.0605427974947807,-0.0322580645161291,0.4594285714285714,0.0113119045113309,0.5671333333333332,0.4044868958185034,0.8440525849202246,1064.0,152.0,4320.0,144.0,5,9,0.0,0.4704285714285715,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-21,P90 | Virus (Battle-Scarred),0.467,0.467,128.0,0.45,0.458,0.481,0.0377777777777779,0.019650655021834,0.4607142857142857,0.011584648532979,0.5666666666666665,0.4045940626795646,0.8433979314106232,1059.0,151.28571428571428,4307.0,143.56666666666666,6,9,0.0,0.4819999999999999,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-09-21,P90 | Virus (Battle-Scarred),0.467,0.467,128.0,0.45,0.458,0.481,0.0377777777777779,0.019650655021834,0.4607142857142857,0.011584648532979,0.5666666666666665,0.4045940626795646,0.8433979314106232,1059.0,151.28571428571428,4307.0,143.56666666666666,6,9,0.0,0.4819999999999999,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-22,P90 | Virus (Battle-Scarred),0.453,0.453,147.0,0.467,0.472,0.511,-0.0299785867237687,-0.0402542372881354,0.458,0.0108232553856433,0.5647333333333332,0.4049938216263991,0.8437857279137772,1050.0,150.0,4308.0,143.6,0,9,0.0,0.4935714285714285,P90 | Virus (Battle-Scarred),P90 | Virus (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
